date,tweet
2021-07-24 23:28:40,b'RT @FiscalizacionAN: El legislador @VillaFernando_ explic\xc3\xb3 que la telef\xc3\xb3nica #Conecel (#Claro) pago de su propio bolsillo el peritaje en el\xe2\x80\xa6'
2021-07-24 23:28:26,b'RT @FiscalizacionAN: El legislador @VillaFernando_ explic\xc3\xb3 que la telef\xc3\xb3nica #Conecel (#Claro) pago de su propio bolsillo el peritaje en el\xe2\x80\xa6'
2021-07-24 23:27:28,b'RT @FiscalizacionAN: El legislador @VillaFernando_ explic\xc3\xb3 que la telef\xc3\xb3nica #Conecel (#Claro) pago de su propio bolsillo el peritaje en el\xe2\x80\xa6'
2021-07-24 23:27:27,b'RT @FiscalizacionAN: El legislador @VillaFernando_ explic\xc3\xb3 que la telef\xc3\xb3nica #Conecel (#Claro) pago de su propio bolsillo el peritaje en el\xe2\x80\xa6'
2021-07-24 23:25:14,b'RT @FiscalizacionAN: El legislador @VillaFernando_ explic\xc3\xb3 que la telef\xc3\xb3nica #Conecel (#Claro) pago de su propio bolsillo el peritaje en el\xe2\x80\xa6'
2021-07-24 23:24:50,b'RT @FiscalizacionAN: El legislador @VillaFernando_ explic\xc3\xb3 que la telef\xc3\xb3nica #Conecel (#Claro) pago de su propio bolsillo el peritaje en el\xe2\x80\xa6'
2021-07-24 23:24:47,b'RT @FiscalizacionAN: El legislador @VillaFernando_ explic\xc3\xb3 que la telef\xc3\xb3nica #Conecel (#Claro) pago de su propio bolsillo el peritaje en el\xe2\x80\xa6'
2021-07-24 23:23:50,b'RT @FiscalizacionAN: El legislador @VillaFernando_ explic\xc3\xb3 que la telef\xc3\xb3nica #Conecel (#Claro) pago de su propio bolsillo el peritaje en el\xe2\x80\xa6'
2021-07-24 23:22:33,b'RT @FiscalizacionAN: El legislador @VillaFernando_ explic\xc3\xb3 que la telef\xc3\xb3nica #Conecel (#Claro) pago de su propio bolsillo el peritaje en el\xe2\x80\xa6'
2021-07-24 23:22:05,b'RT @FiscalizacionAN: El legislador @VillaFernando_ explic\xc3\xb3 que la telef\xc3\xb3nica #Conecel (#Claro) pago de su propio bolsillo el peritaje en el\xe2\x80\xa6'
2021-07-24 23:20:46,b'RT @FiscalizacionAN: El legislador @VillaFernando_ explic\xc3\xb3 que la telef\xc3\xb3nica #Conecel (#Claro) pago de su propio bolsillo el peritaje en el\xe2\x80\xa6'
2021-07-24 23:19:55,b'RT @FiscalizacionAN: El legislador @VillaFernando_ explic\xc3\xb3 que la telef\xc3\xb3nica #Conecel (#Claro) pago de su propio bolsillo el peritaje en el\xe2\x80\xa6'
2021-07-24 23:19:42,b'RT @FiscalizacionAN: El legislador @VillaFernando_ explic\xc3\xb3 que la telef\xc3\xb3nica #Conecel (#Claro) pago de su propio bolsillo el peritaje en el\xe2\x80\xa6'
2021-07-24 23:17:10,b'RT @FiscalizacionAN: El legislador @VillaFernando_ explic\xc3\xb3 que la telef\xc3\xb3nica #Conecel (#Claro) pago de su propio bolsillo el peritaje en el\xe2\x80\xa6'
2021-07-24 23:15:44,b'RT @FiscalizacionAN: El legislador @VillaFernando_ explic\xc3\xb3 que la telef\xc3\xb3nica #Conecel (#Claro) pago de su propio bolsillo el peritaje en el\xe2\x80\xa6'
